"","Isolate","Accession_number","Collection_time","Country","Continent","Genotype","Source"
"697","","SRR11455833","2019","USA","North","ptxP3/fim3-1","NCBI - CDC"
"698","K920","SRR11455834","2019","USA","North","ptxP3/fim3-1","NCBI - CDC"
"699","K919","SRR11455835","2019","USA","North","ptxP3/fim3-1","NCBI - CDC"
"700","K918","SRR11455836","2019","USA","North","ptxP3/fim3-1","NCBI - CDC"
"701","K917","SRR11455837","2019","USA","North","ptxP3/fim3-1","NCBI - CDC"
"702","","SRR11455838","2019","USA","North","ptxP3/fim3-1","NCBI - CDC"
"703","K915","SRR11455839","2019","USA","North","ptxP3/fim3-2","NCBI - CDC"
"704","","SRR11455840","2019","USA","North","ptxP3/fim3-2","NCBI - CDC"
"705","K709","SRR11455841","2019","USA","North","ptxP3/fim3-1","NCBI - CDC"
"706","","SRR11455842","2019","USA","North","ptxP3/fim3-1","NCBI - CDC"
"707","","SRR1167844","2010","USA","North","ptxP3/fim3-1","NCBI - CDC"
"708","","SRR1167846","2012","USA","North","ptxP3/fim3-2","NCBI - CDC"
"709","","SRR1167854","1935","USA","North","Others","NCBI - CDC"
"710","K417","SRR12168685","2018","USA","North","ptxP3/fim3-1","NCBI - CDC"
"711","","SRR12168841","2013","USA","North","ptxP3/fim3-1","NCBI - CDC"
"712","","SRR12168842","2013","USA","North","ptxP3/fim3-2","NCBI - CDC"
"713","L019","SRR14288201","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"714","L018","SRR14288202","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"715","L017","SRR14288203","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"716","","SRR14288204","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"717","L014","SRR14288205","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"718","L013","SRR14288206","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"719","L012","SRR14288207","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"720","","SRR14288208","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"721","L010","SRR14288209","2019","USA","North","ptxP3/fim3-1","NCBI - CDC"
"722","L009","SRR14288210","2019","USA","North","ptxP3/fim3-1","NCBI - CDC"
"723","L008","SRR14288212","2019","USA","North","ptxP3/fim3-1","NCBI - CDC"
"724","missing","SRR14288213","2019","USA","North","ptxP3/fim3-1","NCBI - CDC"
"725","missing","SRR14288214","2019","USA","North","ptxP3/fim3-1","NCBI - CDC"
"726","missing","SRR14288215","2019","USA","North","ptxP3/fim3-1","NCBI - CDC"
"727","missing","SRR14288216","2019","USA","North","ptxP3/fim3-2","NCBI - CDC"
"728","missing","SRR14288217","2019","USA","North","ptxP3/fim3-2","NCBI - CDC"
"729","missing","SRR14288218","2019","USA","North","ptxP3/fim3-2","NCBI - CDC"
"730","missing","SRR14288219","2019","USA","North","ptxP3/fim3-2","NCBI - CDC"
"731","missing","SRR14288220","2019","USA","North","ptxP3/fim3-2","NCBI - CDC"
"732","missing","SRR14288223","2019","USA","North","ptxP3/fim3-2","NCBI - CDC"
"733","missing","SRR14288224","2019","USA","North","ptxP3/fim3-1","NCBI - CDC"
"734","missing","SRR14288225","2019","USA","North","ptxP3/fim3-2","NCBI - CDC"
"735","missing","SRR14288226","2019","USA","North","ptxP3/fim3-1","NCBI - CDC"
"736","missing","SRR14288227","2019","USA","North","ptxP3/fim3-2","NCBI - CDC"
"737","missing","SRR14288228","2019","USA","North","ptxP3/fim3-1","NCBI - CDC"
"738","missing","SRR14288229","2018","USA","North","ptxP3/fim3-2","NCBI - CDC"
"739","missing","SRR14288230","2018","USA","North","ptxP3/fim3-2","NCBI - CDC"
"740","missing","SRR14288231","2018","USA","North","ptxP3/fim3-2","NCBI - CDC"
"741","missing","SRR14288232","2018","USA","North","ptxP3/fim3-2","NCBI - CDC"
"742","missing","SRR14288234","2018","USA","North","ptxP3/fim3-2","NCBI - CDC"
"743","missing","SRR14288235","2018","USA","North","ptxP3/fim3-1","NCBI - CDC"
"744","C261","SRR14288237","1997","USA","North","ptxP3/fim3-2","NCBI - CDC"
"745","C260","SRR14288238","1982","USA","North","ptxP1/fim3-1","NCBI - CDC"
"746","C257","SRR14288239","1986","USA","North","ptxP1/fim3-1","NCBI - CDC"
"747","C255","SRR14288240","1981","USA","North","ptxP1/fim3-1","NCBI - CDC"
"748","C250","SRR14288241","1991","USA","North","ptxP1/fim3-1","NCBI - CDC"
"749","C248","SRR14288242","1986","USA","North","ptxP1/fim3-1","NCBI - CDC"
"750","C241","SRR14288243","1981","USA","North","ptxP1/fim3-1","NCBI - CDC"
"751","C239","SRR14288245","1981","USA","North","ptxP1/fim3-1","NCBI - CDC"
"752","C125","SRR14288246","1998","USA","North","ptxP3/fim3-2","NCBI - CDC"
"753","B468","SRR14288247","1998","USA","North","ptxP3/fim3-2","NCBI - CDC"
"754","B456","SRR14288249","1998","USA","North","ptxP3/fim3-1","NCBI - CDC"
"755","B329","SRR14288260","1977","USA","North","ptxP1/fim3-1","NCBI - CDC"
"756","B312","SRR14288261","1977","USA","North","ptxP1/fim3-1","NCBI - CDC"
"757","B308","SRR14288262","1967","USA","North","ptxP1/fim3-1","NCBI - CDC"
"758","B307","SRR14288263","1964","USA","North","ptxP1/fim3-1","NCBI - CDC"
"759","B304","SRR14288264","1971","USA","North","ptxP1/fim3-1","NCBI - CDC"
"760","B303","SRR14288265","1970","USA","North","ptxP1/fim3-1","NCBI - CDC"
"761","B302","SRR14288267","1971","USA","North","ptxP1/fim3-1","NCBI - CDC"
"762","B301","SRR14288268","1968","USA","North","ptxP1/fim3-1","NCBI - CDC"
"763","B299","SRR14288269","1968","USA","North","ptxP1/fim3-1","NCBI - CDC"
"764","B298","SRR14288270","1968","USA","North","ptxP1/fim3-1","NCBI - CDC"
"765","B297","SRR14288271","1968","USA","North","ptxP1/fim3-1","NCBI - CDC"
"766","B294","SRR14288272","1966","USA","North","ptxP1/fim3-1","NCBI - CDC"
"767","B293","SRR14288273","1966","USA","North","ptxP1/fim3-1","NCBI - CDC"
"768","B291","SRR14288274","1964","USA","North","ptxP1/fim3-1","NCBI - CDC"
"769","B284","SRR14288275","1960","USA","North","ptxP1/fim3-1","NCBI - CDC"
"770","B283","SRR14288276","1958","USA","North","ptxP1/fim3-1","NCBI - CDC"
"771","B270","SRR14288278","1998","USA","North","ptxP1/fim3-1","NCBI - CDC"
"772","B189","SRR14288279","1998","USA","North","ptxP3/fim3-2","NCBI - CDC"
"773","B177","SRR14288280","1998","USA","North","ptxP3/fim3-2","NCBI - CDC"
"774","B171","SRR14288282","1983","USA","North","ptxP1/fim3-1","NCBI - CDC"
"775","B170","SRR14288283","1985","USA","North","ptxP1/fim3-1","NCBI - CDC"
"776","B169","SRR14288284","1984","USA","North","ptxP1/fim3-1","NCBI - CDC"
"777","B168","SRR14288285","1985","USA","North","ptxP1/fim3-1","NCBI - CDC"
"778","B163","SRR14288287","1983","USA","North","ptxP1/fim3-1","NCBI - CDC"
"779","A079","SRR14288288","1987","USA","North","ptxP1/fim3-1","NCBI - CDC"
"780","B159","SRR14288289","1978","USA","North","ptxP1/fim3-1","NCBI - CDC"
"781","B146","SRR14288290","1986","USA","North","ptxP1/fim3-1","NCBI - CDC"
"782","B136","SRR14288291","1998","USA","North","ptxP3/fim3-1","NCBI - CDC"
"783","B061","SRR14288292","1998","USA","North","ptxP3/fim3-1","NCBI - CDC"
"784","L078","SRR14288294","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"785","L077","SRR14288295","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"786","","SRR14288296","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"787","L075","SRR14288297","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"788","L074","SRR14288298","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"789","L073","SRR14288299","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"790","L072","SRR14288300","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"791","B057","SRR14288301","1997","USA","North","ptxP3/fim3-1","NCBI - CDC"
"792","","SRR14288302","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"793","missing","SRR14288303","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"794","missing","SRR14288304","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"795","missing","SRR14288305","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"796","","SRR14288306","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"797","missing","SRR14288307","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"798","L065","SRR14288308","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"799","L064","SRR14288309","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"800","L063","SRR14288310","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"801","","SRR14288311","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"802","B056","SRR14288312","1997","USA","North","ptxP3/fim3-1","NCBI - CDC"
"803","L060","SRR14288313","2020","USA","North","ptxP3/fim3-1","NCBI - CDC"
"804","","SRR14288314","2020","USA","North","ptxP3/fim3-1","NCBI - CDC"
"805","L058","SRR14288315","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"806","L057","SRR14288316","2020","USA","North","Others","NCBI - CDC"
"807","L056","SRR14288317","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"808","L055","SRR14288318","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"809","","SRR14288319","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"810","L053","SRR14288320","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"811","","SRR14288321","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"812","L051","SRR14288322","2020","USA","North","ptxP3/fim3-1","NCBI - CDC"
"813","L050","SRR14288324","2020","USA","North","ptxP3/fim3-1","NCBI - CDC"
"814","L049","SRR14288325","2020","USA","North","Others","NCBI - CDC"
"815","L048","SRR14288326","2020","USA","North","ptxP3/fim3-1","NCBI - CDC"
"816","","SRR14288327","2020","USA","North","ptxP3/fim3-1","NCBI - CDC"
"817","L045","SRR14288328","2020","USA","North","ptxP3/fim3-1","NCBI - CDC"
"818","L044","SRR14288329","2020","USA","North","ptxP3/fim3-1","NCBI - CDC"
"819","L043","SRR14288330","2020","USA","North","ptxP3/fim3-1","NCBI - CDC"
"820","L042","SRR14288331","2020","USA","North","ptxP3/fim3-1","NCBI - CDC"
"821","L041","SRR14288332","2020","USA","North","ptxP3/fim3-1","NCBI - CDC"
"822","L040","SRR14288333","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"823","L039","SRR14288335","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"824","L038","SRR14288336","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"825","L037","SRR14288337","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"826","","SRR14288338","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"827","L035","SRR14288339","2020","USA","North","ptxP3/fim3-1","NCBI - CDC"
"828","L034","SRR14288340","2020","USA","North","ptxP3/fim3-1","NCBI - CDC"
"829","L033","SRR14288341","2020","USA","North","ptxP3/fim3-1","NCBI - CDC"
"830","L032","SRR14288342","2020","USA","North","ptxP3/fim3-1","NCBI - CDC"
"831","","SRR14288343","2020","USA","North","ptxP3/fim3-1","NCBI - CDC"
"832","L030","SRR14288344","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"833","L029","SRR14288346","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"834","L028","SRR14288347","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"835","L027","SRR14288348","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"836","L026","SRR14288349","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"837","","SRR14288350","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"838","L024","SRR14288351","2020","USA","North","ptxP3/fim3-1","NCBI - CDC"
"839","L023","SRR14288352","2020","USA","North","ptxP3/fim3-1","NCBI - CDC"
"840","L022","SRR14288353","2020","USA","North","ptxP3/fim3-1","NCBI - CDC"
"841","","SRR14288354","2020","USA","North","ptxP3/fim3-1","NCBI - CDC"
"842","L020","SRR14288355","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"843","A073","SRR14288357","1986","USA","North","ptxP1/fim3-1","NCBI - CDC"
"844","A050","SRR14288358","1986","USA","North","ptxP1/fim3-1","NCBI - CDC"
"845","#REF!","SRR17522498","2020","USA","North","ptxP3/fim3-2","NCBI - CDC"
"846","#REF!","SRR17522501","2020","USA","North","ptxP3/fim3-1","NCBI - CDC"
"847","missing","SRR17522502","2019","USA","North","ptxP3/fim3-2","NCBI - CDC"
"848","missing","SRR17522503","2019","USA","North","ptxP3/fim3-1","NCBI - CDC"
"849","#REF!","SRR17522510","2016","USA","North","ptxP3/fim3-2","NCBI - CDC"
"850","#REF!","SRR17522511","2016","USA","North","ptxP3/fim3-1","NCBI - CDC"
"851","#REF!","SRR19028461","1999","USA","North","ptxP3/fim3-1","NCBI - CDC"
"852","#REF!","SRR19028462","1999","USA","North","ptxP3/fim3-1","NCBI - CDC"
"853","#REF!","SRR19028463","1995","USA","North","ptxP1/fim3-1","NCBI - CDC"
"854","#REF!","SRR19028464","1994","USA","North","ptxP1/fim3-1","NCBI - CDC"
"855","#REF!","SRR19028465","1998","USA","North","ptxP3/fim3-2","NCBI - CDC"
"856","#REF!","SRR19028466","1994","USA","North","ptxP1/fim3-1","NCBI - CDC"
"857","H564","SRR2037314","2010","USA","North","ptxP3/fim3-2","Bowden et. al. (2016)"
"858","I468","SRR2037315","2012","USA","North","ptxP3/fim3-1","Bowden et. al. (2016)"
"859","I469","SRR2037316","2012","USA","North","ptxP3/fim3-2","Bowden et. al. (2016)"
"860","I472","SRR2037317","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"861","Not Applicable","SRR2824043","1999","USA","North","ptxP3/fim3-1","NCBI - CDC"
"862","H788","SRR3205764","2011","USA","North","ptxP3/fim3-2","NCBI - CDC"
"863","I475","SRR3205765","2012","USA","North","ptxP3/fim3-2","Bowden et. al. (2016)"
"864","I476","SRR3205766","2012","USA","North","ptxP3/fim3-1","Bowden et. al. (2016)"
"865","I480","SRR3205767","2012","USA","North","ptxP3/fim3-1","Bowden et. al. (2016)"
"866","I483","SRR3205768","2012","USA","North","ptxP3/fim3-1","Bowden et. al. (2016)"
"867","I496","SRR3205769","2012","USA","North","ptxP3/fim3-1","Bowden et. al. (2016)"
"868","I498","SRR3205770","2012","USA","North","ptxP3/fim3-1","Bowden et. al. (2016)"
"869","I517","SRR3205771","2012.65300546448","USA","North","ptxP3/fim3-1","Bowden et. al. (2016)"
"870","I518","SRR3205772","2012","USA","North","ptxP3/fim3-1","Bowden et. al. (2016)"
"871","I521","SRR3205773","2012","USA","North","ptxP3/fim3-1","Bowden et. al. (2016)"
"872","I538","SRR3205774","2012","USA","North","ptxP3/fim3-1","Bowden et. al. (2016)"
"873","I539","SRR3205775","2012","USA","North","ptxP3/fim3-1","Bowden et. al. (2016)"
"874","I646","SRR3205776","2012","USA","North","ptxP3/fim3-1","Bowden et. al. (2016)"
"875","I656","SRR3205777","2012","USA","North","ptxP3/fim3-1","Bowden et. al. (2016)"
"876","I707","SRR3205779","2012","USA","North","ptxP3/fim3-1","Bowden et. al. (2016)"
"877","H375","SRR3205781","2010","USA","North","ptxP1/fim3-1","Bowden et. al. (2016)"
"878","H378","SRR3205782","2010","USA","North","ptxP3/fim3-1","Bowden et. al. (2016)"
"879","H379","SRR3205783","2010","USA","North","ptxP3/fim3-2","Bowden et. al. (2016)"
"880","H380","SRR3205784","2010","USA","North","ptxP3/fim3-2","Bowden et. al. (2016)"
"881","H489","SRR3205785","2010","USA","North","ptxP3/fim3-2","NCBI - CDC"
"882","H542","SRR3205786","2010","USA","North","ptxP3/fim3-1","NCBI - CDC"
"883","H559","SRR3205787","2010","USA","North","ptxP3/fim3-1","Bowden et. al. (2016)"
"884","H561","SRR3205788","2010","USA","North","ptxP3/fim3-2","Bowden et. al. (2016)"
"885","H563","SRR3205789","2010","USA","North","ptxP3/fim3-2","Bowden et. al. (2016)"
"886","H622","SRR3205790","2010","USA","North","ptxP3/fim3-1","Bowden et. al. (2016)"
"887","H627","SRR3205791","2010","USA","North","ptxP3/fim3-1","Bowden et. al. (2016)"
"888","I979","SRR3205795","2013","USA","North","Others","Williams et. al. (2016)"
"889","H787","SRR5070662","2011","USA","North","ptxP3/fim3-2","Weigand et. al. (2017)"
"890","J068","SRR5070666","2013","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"891","I461","SRR5070671","2012","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"892","H764","SRR5070676","2011","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"893","","SRR5070682","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"894","J023","SRR5070692","2013","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"895","J090","SRR5070707","2013","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"896","J197","SRR5070710","2014","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"897","H637","SRR5070715","2010","USA","North","ptxP3/fim3-2","Weigand et. al. (2017)"
"898","H346","SRR5070732","2010","USA","North","ptxP3/fim3-2","Weigand et. al. (2017)"
"899","I150","SRR5070736","2012","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"900","J175","SRR5070746","2014","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"901","I263","SRR5070748","2012","USA","North","ptxP3/fim3-2","Weigand et. al. (2017)"
"902","","SRR5070755","2014","USA","North","ptxP3/fim3-1","NCBI - CDC"
"903","J110","SRR5070759","2014","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"904","H766","SRR5070760","2011","USA","North","ptxP3/fim3-2","Weigand et. al. (2017)"
"905","","SRR5070764","2008","USA","North","ptxP3/fim3-1","NCBI - CDC"
"906","B201","SRR5070767","1955","USA","North","ptxP1/fim3-1","NCBI - CDC"
"907","I135","SRR5070775","2012","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"908","H768","SRR5070776","2011","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"909","","SRR5070784","2013","USA","North","ptxP3/fim3-1","NCBI - CDC"
"910","H773","SRR5070785","2011","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"911","H866","SRR5070794","2011","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"912","","SRR5070795","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"913","","SRR5070796","2005","USA","North","ptxP3/fim3-2","NCBI - CDC"
"914","H779","SRR5070799","2011","USA","North","ptxP3/fim3-2","Weigand et. al. (2017)"
"915","J178","SRR5070801","2014","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"916","I112","SRR5070802","2012","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"917","","SRR5070805","2014","USA","North","ptxP3/fim3-1","NCBI - CDC"
"918","H636","SRR5070806","2010","USA","North","ptxP3/fim3-2","Weigand et. al. (2017)"
"919","","SRR5070807","2004","USA","North","ptxP3/fim3-2","NCBI - CDC"
"920","J115","SRR5070808","2014","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"921","H834","SRR5070809","2009","USA","North","ptxP3/fim3-2","Weigand et. al. (2017)"
"922","I289","SRR5070823","2012","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"923","","SRR5070825","2014","USA","North","ptxP3/fim3-1","NCBI - CDC"
"924","F501","SRR5070826","2004","USA","North","ptxP3/fim3-2","Weigand et. al. (2017)"
"925","","SRR5070833","2011","USA","North","ptxP1/fim3-1","NCBI - CDC"
"926","","SRR5070837","2013","USA","North","ptxP3/fim3-1","NCBI - CDC"
"927","","SRR5070843","2014","USA","North","ptxP3/fim3-1","NCBI - CDC"
"928","J192","SRR5070844","2014","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"929","J012","SRR5070846","2013","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"930","H775","SRR5070848","2011","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"931","","SRR5070853","2011","USA","North","ptxP3/fim3-2","NCBI - CDC"
"932","I351","SRR5070854","2012","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"933","I452","SRR5070856","2012","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"934","J206","SRR5070861","2014","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"935","","SRR5070865","2014","USA","North","ptxP3/fim3-1","NCBI - CDC"
"936","","SRR5070867","2012","USA","North","ptxP3/fim3-2","NCBI - CDC"
"937","H842","SRR5070869","2011","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"938","","SRR5070870","2013","USA","North","ptxP3/fim3-1","NCBI - CDC"
"939","H847","SRR5070871","2011","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"940","I735","SRR5070872","2013","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"941","","SRR5070874","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"942","","SRR5070878","2014","USA","North","ptxP3/fim3-1","NCBI - CDC"
"943","H915","SRR5070880","2011","USA","North","ptxP3/fim3-2","Weigand et. al. (2017)"
"944","H884","SRR5070881","2011","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"945","","SRR5070883","2005","USA","North","ptxP3/fim3-2","NCBI - CDC"
"946","","SRR5070884","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"947","J277","SRR5070885","2014","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"948","E976","SRR5070887","2005","USA","North","ptxP1/fim3-1","Weigand et. al. (2017)"
"949","J021","SRR5070892","2013","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"950","J107","SRR5070895","2014","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"951","","SRR5070896","1939","USA","North","Others","NCBI - CDC"
"952","","SRR5070897","2010","USA","North","ptxP3/fim3-1","NCBI - CDC"
"953","","SRR5070898","2013","USA","North","ptxP3/fim3-1","NCBI - CDC"
"954","I113","SRR5070899","2012","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"955","I344","SRR5070901","2012","USA","North","ptxP1/fim3-1","NCBI - CDC"
"956","","SRR5070902","2013","USA","North","ptxP3/fim3-2","NCBI - CDC"
"957","I754","SRR5070903","2013","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"958","","SRR5070904","2010","USA","North","ptxP3/fim3-2","NCBI - CDC"
"959","","SRR5070910","2014","USA","North","ptxP3/fim3-1","NCBI - CDC"
"960","","SRR5070911","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"961","","SRR5070916","2010","USA","North","ptxP3/fim3-1","NCBI - CDC"
"962","","SRR5070917","2013","USA","North","ptxP3/fim3-1","NCBI - CDC"
"963","","SRR5070918","2007","USA","North","ptxP3/fim3-2","NCBI - CDC"
"964","","SRR5070920","2014","USA","North","ptxP3/fim3-1","NCBI - CDC"
"965","","SRR5070921","2013","USA","North","ptxP3/fim3-1","NCBI - CDC"
"966","","SRR5070922","2002","USA","North","ptxP3/fim3-2","NCBI - CDC"
"967","","SRR5070926","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"968","","SRR5070929","2012","USA","North","ptxP3/fim3-2","NCBI - CDC"
"969","I743","SRR5070930","2013","USA","North","ptxP3/fim3-2","Weigand et. al. (2017)"
"970","","SRR5070931","2013","USA","North","ptxP3/fim3-1","NCBI - CDC"
"971","","SRR5070932","2000","USA","North","ptxP3/fim3-2","NCBI - CDC"
"972","","SRR5070933","2013","USA","North","ptxP3/fim3-1","NCBI - CDC"
"973","C734","SRR5070937","2000","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"974","J030","SRR5070939","2013","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"975","","SRR5070940","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"976","","SRR5070942","2010","USA","North","ptxP3/fim3-2","NCBI - CDC"
"977","","SRR5070944","2010","USA","North","ptxP3/fim3-1","NCBI - CDC"
"978","","SRR5070945","2012","USA","North","ptxP3/fim3-2","NCBI - CDC"
"979","F657","SRR5070946","2007","USA","North","ptxP3/fim3-2","Weigand et. al. (2017)"
"980","","SRR5070947","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"981","F934","SRR5070949","2009","USA","North","ptxP3/fim3-2","Weigand et. al. (2017)"
"982","I318","SRR5070951","2012","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"983","","SRR5070952","2009","USA","North","ptxP3/fim3-2","NCBI - CDC"
"984","J162","SRR5070956","2014","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"985","","SRR5070959","2014","USA","North","ptxP3/fim3-1","NCBI - CDC"
"986","","SRR5070962","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"987","","SRR5070963","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"988","C549","SRR5070965","2000","USA","North","ptxP3/fim3-2","Weigand et. al. (2017)"
"989","J098","SRR5070966","2014","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"990","J019","SRR5070968","2013","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"991","I602","SRR5070970","2013","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"992","J091","SRR5070971","2014","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"993","H784","SRR5070972","2011","USA","North","ptxP3/fim3-2","Weigand et. al. (2017)"
"994","","SRR5070974","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"995","H382","SRR5070976","2010","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"996","","SRR5070977","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"997","","SRR5070980","2014","USA","North","ptxP3/fim3-1","NCBI - CDC"
"998","","SRR5070981","2010","USA","North","ptxP3/fim3-2","NCBI - CDC"
"999","H533","SRR5070982","2009","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"1000","I915","SRR5070984","2010","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"1001","H763","SRR5070986","2011","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"1002","J073","SRR5070990","2013","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"1003","","SRR5070993","2013","USA","North","ptxP3/fim3-1","NCBI - CDC"
"1004","J296","SRR5070995","2014","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"1005","I136","SRR5070996","2012","USA","North","ptxP3/fim3-2","Weigand et. al. (2017)"
"1006","E368","SRR5070998","2004","USA","North","ptxP3/fim3-2","Weigand et. al. (2017)"
"1007","I728","SRR5071000","2013","USA","North","ptxP3/fim3-2","Weigand et. al. (2017)"
"1008","C505","SRR5071001","2000","USA","North","ptxP3/fim3-2","Weigand et. al. (2017)"
"1009","","SRR5071003","2010","USA","North","ptxP3/fim3-2","NCBI - CDC"
"1010","","SRR5071005","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"1011","J038","SRR5071008","2013","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"1012","H911","SRR5071009","2012","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
"1013","H437","SRR5071015","2006","USA","North","ptxP3/fim3-2","Weigand et. al. (2017)"
"1014","","SRR5071017","2014","USA","North","ptxP3/fim3-1","NCBI - CDC"
"1015","J152","SRR5071018","2014","USA","North","ptxP3/fim3-1","Weigand et. al. (2017)"
